V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15
entrez gene/locuslink:223864	entrez gene/locuslink:156	biogrid:230205|entrez gene/locuslink:Rapgef3	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:2310016P22Rik(gene name synonym)|entrez gene/locuslink:9330170P05Rik(gene name synonym)|entrez gene/locuslink:Epac(gene name synonym)|entrez gene/locuslink:Epac1(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Eijkelkamp N (2010)	pubmed:20861385	taxid:10090	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:905720	-
entrez gene/locuslink:4193	entrez gene/locuslink:156	biogrid:110358|entrez gene/locuslink:MDM2	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:ACTFS(gene name synonym)|entrez gene/locuslink:HDMX(gene name synonym)|entrez gene/locuslink:hdm2(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Salcedo A (2006)	pubmed:17006543	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:829617	-
entrez gene/locuslink:156	entrez gene/locuslink:2776	biogrid:106665|entrez gene/locuslink:ADRBK1	biogrid:109038|entrez gene/locuslink:GNAQ|entrez gene/locuslink:RP11-494N1.1	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	entrez gene/locuslink:CMC1(gene name synonym)|entrez gene/locuslink:G-ALPHA-q(gene name synonym)|entrez gene/locuslink:GAQ(gene name synonym)|entrez gene/locuslink:SWS(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Cartier A (2011)	pubmed:21940795	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:904105	-
entrez gene/locuslink:1656	entrez gene/locuslink:156	biogrid:108022|entrez gene/locuslink:DDX6	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:HLR2(gene name synonym)|entrez gene/locuslink:P54(gene name synonym)|entrez gene/locuslink:RCK(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0401(biochemical)	Wan C (2015)	pubmed:26344197	taxid:9606	taxid:9606	psi-mi:MI:0403(colocalization)	psi-mi:MI:0463(biogrid)	biogrid:1258218	score:0.075410134
entrez gene/locuslink:54919	entrez gene/locuslink:156	biogrid:120260|entrez gene/locuslink:DNAAF5	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:CILD18(gene name synonym)|entrez gene/locuslink:HEATR2(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0401(biochemical)	Wan C (2015)	pubmed:26344197	taxid:9606	taxid:9606	psi-mi:MI:0403(colocalization)	psi-mi:MI:0463(biogrid)	biogrid:1258219	score:0.080439895
entrez gene/locuslink:10979	entrez gene/locuslink:156	biogrid:116175|entrez gene/locuslink:FERMT2	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:KIND2(gene name synonym)|entrez gene/locuslink:MIG2(gene name synonym)|entrez gene/locuslink:PLEKHC1(gene name synonym)|entrez gene/locuslink:UNC112(gene name synonym)|entrez gene/locuslink:UNC112B(gene name synonym)|entrez gene/locuslink:mig-2(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0401(biochemical)	Wan C (2015)	pubmed:26344197	taxid:9606	taxid:9606	psi-mi:MI:0403(colocalization)	psi-mi:MI:0463(biogrid)	biogrid:1258220	score:0.096222766
entrez gene/locuslink:10914	entrez gene/locuslink:156	biogrid:116119|entrez gene/locuslink:PAPOLA	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:PAP(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0401(biochemical)	Wan C (2015)	pubmed:26344197	taxid:9606	taxid:9606	psi-mi:MI:0403(colocalization)	psi-mi:MI:0463(biogrid)	biogrid:1258221	score:0.104053408
entrez gene/locuslink:23398	entrez gene/locuslink:156	biogrid:116971|entrez gene/locuslink:PPWD1	biogrid:106665|entrez gene/locuslink:ADRBK1	-	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0401(biochemical)	Wan C (2015)	pubmed:26344197	taxid:9606	taxid:9606	psi-mi:MI:0403(colocalization)	psi-mi:MI:0463(biogrid)	biogrid:1258222	score:0.076355237
entrez gene/locuslink:11212	entrez gene/locuslink:156	biogrid:116381|entrez gene/locuslink:PROSC	biogrid:106665|entrez gene/locuslink:ADRBK1	-	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0401(biochemical)	Wan C (2015)	pubmed:26344197	taxid:9606	taxid:9606	psi-mi:MI:0403(colocalization)	psi-mi:MI:0463(biogrid)	biogrid:1258223	score:0.142848804
entrez gene/locuslink:5792	entrez gene/locuslink:156	biogrid:111756|entrez gene/locuslink:PTPRF|entrez gene/locuslink:RP5-1029K14.1	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:BNAH2(gene name synonym)|entrez gene/locuslink:LAR(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0401(biochemical)	Wan C (2015)	pubmed:26344197	taxid:9606	taxid:9606	psi-mi:MI:0403(colocalization)	psi-mi:MI:0463(biogrid)	biogrid:1258224	score:0.156208997
entrez gene/locuslink:2911	entrez gene/locuslink:156	biogrid:109168|entrez gene/locuslink:GRM1	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:GPRC1A(gene name synonym)|entrez gene/locuslink:MGLU1(gene name synonym)|entrez gene/locuslink:MGLUR1(gene name synonym)|entrez gene/locuslink:PPP1R85(gene name synonym)|entrez gene/locuslink:SCAR13(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Anborgh PH (2005)	pubmed:16091361	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:721719	-
entrez gene/locuslink:156	entrez gene/locuslink:1969	biogrid:106665|entrez gene/locuslink:ADRBK1	biogrid:108288|entrez gene/locuslink:EPHA2	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	entrez gene/locuslink:ARCC2(gene name synonym)|entrez gene/locuslink:CTPA(gene name synonym)|entrez gene/locuslink:CTPP1(gene name synonym)|entrez gene/locuslink:CTRCT6(gene name synonym)|entrez gene/locuslink:ECK(gene name synonym)	psi-mi:MI:0018(two hybrid)	Wang J (2011)	pubmed:21988832	taxid:9606	taxid:9606	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:893354	-
entrez gene/locuslink:156	entrez gene/locuslink:5923	biogrid:106665|entrez gene/locuslink:ADRBK1	biogrid:111858|entrez gene/locuslink:RASGRF1	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	entrez gene/locuslink:CDC25(gene name synonym)|entrez gene/locuslink:CDC25L(gene name synonym)|entrez gene/locuslink:GNRP(gene name synonym)|entrez gene/locuslink:GRF1(gene name synonym)|entrez gene/locuslink:GRF55(gene name synonym)|entrez gene/locuslink:H-GRF55(gene name synonym)|entrez gene/locuslink:PP13187(gene name synonym)|entrez gene/locuslink:ras-GRF1(gene name synonym)	psi-mi:MI:0018(two hybrid)	Wang J (2011)	pubmed:21988832	taxid:9606	taxid:9606	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:893355	-
entrez gene/locuslink:156	entrez gene/locuslink:3320	biogrid:106665|entrez gene/locuslink:ADRBK1	biogrid:109552|entrez gene/locuslink:HSP90AA1	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	entrez gene/locuslink:EL52(gene name synonym)|entrez gene/locuslink:HSP86(gene name synonym)|entrez gene/locuslink:HSP89A(gene name synonym)|entrez gene/locuslink:HSP90A(gene name synonym)|entrez gene/locuslink:HSP90N(gene name synonym)|entrez gene/locuslink:HSPC1(gene name synonym)|entrez gene/locuslink:HSPCA(gene name synonym)|entrez gene/locuslink:HSPCAL1(gene name synonym)|entrez gene/locuslink:HSPCAL4(gene name synonym)|entrez gene/locuslink:HSPN(gene name synonym)|entrez gene/locuslink:Hsp89(gene name synonym)|entrez gene/locuslink:Hsp90(gene name synonym)|entrez gene/locuslink:LAP-2(gene name synonym)|entrez gene/locuslink:LAP2(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Varjosalo M (2013)	pubmed:23455922	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:941193	-
entrez gene/locuslink:156	entrez gene/locuslink:3326	biogrid:106665|entrez gene/locuslink:ADRBK1	biogrid:109558|entrez gene/locuslink:HSP90AB1|entrez gene/locuslink:RP1-302G2.1	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	entrez gene/locuslink:D6S182(gene name synonym)|entrez gene/locuslink:HSP84(gene name synonym)|entrez gene/locuslink:HSP90B(gene name synonym)|entrez gene/locuslink:HSPC2(gene name synonym)|entrez gene/locuslink:HSPCB(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Varjosalo M (2013)	pubmed:23455922	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:941194	-
entrez gene/locuslink:156	entrez gene/locuslink:157	biogrid:106665|entrez gene/locuslink:ADRBK1	biogrid:106666|entrez gene/locuslink:ADRBK2	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	entrez gene/locuslink:BARK2(gene name synonym)|entrez gene/locuslink:GRK3(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Varjosalo M (2013)	pubmed:23455922	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:941195	-
entrez gene/locuslink:156	entrez gene/locuslink:31	biogrid:106665|entrez gene/locuslink:ADRBK1	biogrid:106549|entrez gene/locuslink:ACACA	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	entrez gene/locuslink:ACAC(gene name synonym)|entrez gene/locuslink:ACACAD(gene name synonym)|entrez gene/locuslink:ACC(gene name synonym)|entrez gene/locuslink:ACC1(gene name synonym)|entrez gene/locuslink:ACCA(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Varjosalo M (2013)	pubmed:23455922	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:941196	-
entrez gene/locuslink:4343	entrez gene/locuslink:156	biogrid:110484|entrez gene/locuslink:MOV10|entrez gene/locuslink:RP11-426L16.2	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:fSAP113(gene name synonym)|entrez gene/locuslink:gb110(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Castello A (2012)	pubmed:22658674	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1052454	-
entrez gene/locuslink:4193	entrez gene/locuslink:156	biogrid:110358|entrez gene/locuslink:MDM2	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:ACTFS(gene name synonym)|entrez gene/locuslink:HDMX(gene name synonym)|entrez gene/locuslink:hdm2(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Fumagalli M (2015)	pubmed:26228571	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1513824	-
entrez gene/locuslink:2840	entrez gene/locuslink:156	biogrid:109099|entrez gene/locuslink:GPR17	biogrid:106665|entrez gene/locuslink:ADRBK1	-	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Fumagalli M (2015)	pubmed:26228571	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1513825	-
entrez gene/locuslink:2783	entrez gene/locuslink:156	biogrid:109045|entrez gene/locuslink:GNB2	biogrid:106665|entrez gene/locuslink:ADRBK1	-	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0415(enzymatic study)	Zha Z (2015)	pubmed:25982117	taxid:9606	taxid:9606	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:1509061	-
entrez gene/locuslink:16554	entrez gene/locuslink:156	biogrid:200931|entrez gene/locuslink:Kif13b	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:5330429L19Rik(gene name synonym)|entrez gene/locuslink:6030414C01(gene name synonym)|entrez gene/locuslink:AI429803(gene name synonym)|entrez gene/locuslink:C130021D12Rik(gene name synonym)|entrez gene/locuslink:GAKIN(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Hein MY (2015)	pubmed:26496610	taxid:10090	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1458494	-
entrez gene/locuslink:53970	entrez gene/locuslink:156	biogrid:207542|entrez gene/locuslink:Rfx5	biogrid:106665|entrez gene/locuslink:ADRBK1	-	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Hein MY (2015)	pubmed:26496610	taxid:10090	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1458495	-
entrez gene/locuslink:238799	entrez gene/locuslink:156	biogrid:232018|entrez gene/locuslink:Tnpo1	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:AU021749(gene name synonym)|entrez gene/locuslink:D13Ertd688e(gene name synonym)|entrez gene/locuslink:IPO2(gene name synonym)|entrez gene/locuslink:Kpnb2(gene name synonym)|entrez gene/locuslink:MIP(gene name synonym)|entrez gene/locuslink:MIP1(gene name synonym)|entrez gene/locuslink:TRN(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Hein MY (2015)	pubmed:26496610	taxid:10090	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1458496	-
entrez gene/locuslink:6257	entrez gene/locuslink:156	biogrid:112169|entrez gene/locuslink:RXRB|entrez gene/locuslink:DADB-100D22.1	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:DAUDI6(gene name synonym)|entrez gene/locuslink:H-2RIIBP(gene name synonym)|entrez gene/locuslink:NR2B2(gene name synonym)|entrez gene/locuslink:RCoR-1(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Hein MY (2015)	pubmed:26496610	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1443015	-
entrez gene/locuslink:9128	entrez gene/locuslink:156	biogrid:114576|entrez gene/locuslink:PRPF4|entrez gene/locuslink:RP11-110L1.4	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:HPRP4(gene name synonym)|entrez gene/locuslink:HPRP4P(gene name synonym)|entrez gene/locuslink:PRP4(gene name synonym)|entrez gene/locuslink:Prp4p(gene name synonym)|entrez gene/locuslink:RP70(gene name synonym)|entrez gene/locuslink:SNRNP60(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Hein MY (2015)	pubmed:26496610	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1443016	-
entrez gene/locuslink:9646	entrez gene/locuslink:156	biogrid:115004|entrez gene/locuslink:CTR9	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:SH2BP1(gene name synonym)|entrez gene/locuslink:TSBP(gene name synonym)|entrez gene/locuslink:p150(gene name synonym)|entrez gene/locuslink:p150TSP(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Hein MY (2015)	pubmed:26496610	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1443017	-
entrez gene/locuslink:57606	entrez gene/locuslink:156	biogrid:121654|entrez gene/locuslink:SLAIN2	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:KIAA1458(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Hein MY (2015)	pubmed:26496610	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1443018	-
entrez gene/locuslink:156	entrez gene/locuslink:79731	biogrid:106665|entrez gene/locuslink:ADRBK1	biogrid:122846|entrez gene/locuslink:NARS2	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	entrez gene/locuslink:SLM5(gene name synonym)|entrez gene/locuslink:asnRS(gene name synonym)	psi-mi:MI:0401(biochemical)	Wan C (2015)	pubmed:26344197	taxid:9606	taxid:9606	psi-mi:MI:0403(colocalization)	psi-mi:MI:0463(biogrid)	biogrid:1265237	score:0.07453213
entrez gene/locuslink:10013	entrez gene/locuslink:156	biogrid:115330|entrez gene/locuslink:HDAC6|entrez gene/locuslink:JM21	biogrid:106665|entrez gene/locuslink:ADRBK1	entrez gene/locuslink:CPBHM(gene name synonym)|entrez gene/locuslink:HD6(gene name synonym)|entrez gene/locuslink:PPP1R90(gene name synonym)	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	psi-mi:MI:0004(affinity chromatography technology)	Lafarga V (2012)	pubmed:22193721	taxid:9606	taxid:9606	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:673852	-
entrez gene/locuslink:156	entrez gene/locuslink:10013	biogrid:106665|entrez gene/locuslink:ADRBK1	biogrid:115330|entrez gene/locuslink:HDAC6|entrez gene/locuslink:JM21	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	entrez gene/locuslink:CPBHM(gene name synonym)|entrez gene/locuslink:HD6(gene name synonym)|entrez gene/locuslink:PPP1R90(gene name synonym)	psi-mi:MI:0415(enzymatic study)	Lafarga V (2012)	pubmed:22193721	taxid:9606	taxid:9606	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:673855	-
entrez gene/locuslink:156	entrez gene/locuslink:10013	biogrid:106665|entrez gene/locuslink:ADRBK1	biogrid:115330|entrez gene/locuslink:HDAC6|entrez gene/locuslink:JM21	entrez gene/locuslink:BARK1(gene name synonym)|entrez gene/locuslink:BETA-ARK1(gene name synonym)|entrez gene/locuslink:GRK2(gene name synonym)	entrez gene/locuslink:CPBHM(gene name synonym)|entrez gene/locuslink:HD6(gene name synonym)|entrez gene/locuslink:PPP1R90(gene name synonym)	psi-mi:MI:0428(imaging technique)	Lafarga V (2012)	pubmed:22193721	taxid:9606	taxid:9606	psi-mi:MI:0403(colocalization)	psi-mi:MI:0463(biogrid)	biogrid:673860	-
entrez gene/locuslink:814753	entrez gene/locuslink:816413	biogrid:156|entrez gene/locuslink:PSKR1|entrez gene/locuslink:AT2G02220	biogrid:1770|entrez gene/locuslink:HA1|entrez gene/locuslink:AT2G18960	entrez gene/locuslink:ATPSKR1(gene name synonym)|entrez gene/locuslink:PHYTOSULFOKIN RECEPTOR(gene name synonym)|entrez gene/locuslink:PHYTOSULFOKIN RECEPTOR 1(gene name synonym)|entrez gene/locuslink:PSK RECEPTOR 1(gene name synonym)	entrez gene/locuslink:AHA1(gene name synonym)|entrez gene/locuslink:F19F24.16(gene name synonym)|entrez gene/locuslink:F19F24_16(gene name synonym)|entrez gene/locuslink:H(+)-ATPase 1(gene name synonym)|entrez gene/locuslink:OPEN STOMATA 2(gene name synonym)|entrez gene/locuslink:OST2(gene name synonym)|entrez gene/locuslink:PLASMA MEMBRANE PROTON ATPASE(gene name synonym)|entrez gene/locuslink:PMA(gene name synonym)	psi-mi:MI:0018(two hybrid)	Ladwig F (2015)	pubmed:26071421	taxid:3702	taxid:3702	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:2198809	-
entrez gene/locuslink:814753	entrez gene/locuslink:829142	biogrid:156|entrez gene/locuslink:PSKR1|entrez gene/locuslink:AT2G02220	biogrid:14429|entrez gene/locuslink:HA2|entrez gene/locuslink:AT4G30190	entrez gene/locuslink:ATPSKR1(gene name synonym)|entrez gene/locuslink:PHYTOSULFOKIN RECEPTOR(gene name synonym)|entrez gene/locuslink:PHYTOSULFOKIN RECEPTOR 1(gene name synonym)|entrez gene/locuslink:PSK RECEPTOR 1(gene name synonym)	entrez gene/locuslink:AHA2(gene name synonym)|entrez gene/locuslink:F9N11.40(gene name synonym)|entrez gene/locuslink:F9N11_40(gene name synonym)|entrez gene/locuslink:H(+)-ATPase 2(gene name synonym)|entrez gene/locuslink:P-TYPE H(+)-ATPASE ISOFORM 2(gene name synonym)|entrez gene/locuslink:PLASMA MEMBRANE PROTON ATPASE 2(gene name synonym)|entrez gene/locuslink:PMA2(gene name synonym)	psi-mi:MI:0018(two hybrid)	Ladwig F (2015)	pubmed:26071421	taxid:3702	taxid:3702	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:2198810	-
entrez gene/locuslink:814753	entrez gene/locuslink:829480	biogrid:156|entrez gene/locuslink:PSKR1|entrez gene/locuslink:AT2G02220	biogrid:14764|entrez gene/locuslink:BAK1|entrez gene/locuslink:AT4G33430	entrez gene/locuslink:ATPSKR1(gene name synonym)|entrez gene/locuslink:PHYTOSULFOKIN RECEPTOR(gene name synonym)|entrez gene/locuslink:PHYTOSULFOKIN RECEPTOR 1(gene name synonym)|entrez gene/locuslink:PSK RECEPTOR 1(gene name synonym)	entrez gene/locuslink:ATBAK1(gene name synonym)|entrez gene/locuslink:ATSERK3(gene name synonym)|entrez gene/locuslink:BRI1-associated receptor kinase(gene name synonym)|entrez gene/locuslink:ELG(gene name synonym)|entrez gene/locuslink:ELONGATED(gene name synonym)|entrez gene/locuslink:F17M5.190(gene name synonym)|entrez gene/locuslink:F17M5_190(gene name synonym)|entrez gene/locuslink:RECEPTOR KINASES LIKE SERK 10(gene name synonym)|entrez gene/locuslink:RKS10(gene name synonym)|entrez gene/locuslink:SERK3(gene name synonym)|entrez gene/locuslink:SOMATIC EMBRYOGENESIS RECEPTOR-LIKE KINASE 3(gene name synonym)	psi-mi:MI:0018(two hybrid)	Ladwig F (2015)	pubmed:26071421	taxid:3702	taxid:3702	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:2198811	-
entrez gene/locuslink:814753	entrez gene/locuslink:816413	biogrid:156|entrez gene/locuslink:PSKR1|entrez gene/locuslink:AT2G02220	biogrid:1770|entrez gene/locuslink:HA1|entrez gene/locuslink:AT2G18960	entrez gene/locuslink:ATPSKR1(gene name synonym)|entrez gene/locuslink:PHYTOSULFOKIN RECEPTOR(gene name synonym)|entrez gene/locuslink:PHYTOSULFOKIN RECEPTOR 1(gene name synonym)|entrez gene/locuslink:PSK RECEPTOR 1(gene name synonym)	entrez gene/locuslink:AHA1(gene name synonym)|entrez gene/locuslink:F19F24.16(gene name synonym)|entrez gene/locuslink:F19F24_16(gene name synonym)|entrez gene/locuslink:H(+)-ATPase 1(gene name synonym)|entrez gene/locuslink:OPEN STOMATA 2(gene name synonym)|entrez gene/locuslink:OST2(gene name synonym)|entrez gene/locuslink:PLASMA MEMBRANE PROTON ATPASE(gene name synonym)|entrez gene/locuslink:PMA(gene name synonym)	psi-mi:MI:0055(fluorescent resonance energy transfer)	Ladwig F (2015)	pubmed:26071421	taxid:3702	taxid:3702	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:2198815	-
